"","From","Entry","Features","Glyco.features","Glyco"
"148","O35291","O35291","Active site (2); Binding site (2); Chain (1); Disulfide bond (4); Glycosylation (4); Modified residue (1); Signal (1)","4",TRUE
"149","O35298","O35298","Active site (1); Beta strand (10); Binding site (18); Chain (2); Disulfide bond (9); Domain (1); Glycosylation (4); Helix (29); Mutagenesis (1); Propeptide (1); Region (2); Signal (1); Site (1); Turn (13)","4",TRUE
"150","O35304","O35304","Chain (1); Glycosylation (2); Region (2); Site (2); Topological domain (13); Transmembrane (12)","2",TRUE
"151","O35305","O35305","Beta strand (19); Binding site (5); Chain (1); Compositional bias (2); Disulfide bond (10); Glycosylation (2); Helix (2); Modified residue (1); Region (4); Repeat (4); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1); Turn (2)","2",TRUE
"152","O35310","O35310","Beta strand (8); Binding site (5); Chain (1); Disulfide bond (1); Glycosylation (4); Helix (14); Mutagenesis (20); Signal (1); Turn (2)","4",TRUE
"153","O35316","O35316","Chain (1); Compositional bias (2); Glycosylation (3); Modified residue (1); Region (1); Sequence conflict (1); Topological domain (3); Transmembrane (12)","3",TRUE
"154","O35375","O35375","Alternative sequence (5); Binding site (3); Chain (1); Compositional bias (1); Disulfide bond (6); Domain (5); Glycosylation (4); Region (3); Sequence conflict (2); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"155","O35379","O35379","Binding site (2); Chain (1); Domain (4); Glycosylation (2); Modified residue (7); Region (2); Topological domain (18); Transmembrane (17)","2",TRUE
"156","O35393","O35393","Beta strand (8); Chain (1); Compositional bias (1); Disulfide bond (2); Domain (1); Glycosylation (1); Helix (2); Modified residue (2); Motif (1); Region (2); Signal (1); Topological domain (2); Transmembrane (1); Turn (1)","1",TRUE
"157","O35405","O35405","Active site (3); Chain (1); Domain (2); Glycosylation (1); Sequence conflict (1); Topological domain (2); Transmembrane (1)","1",TRUE
"158","O35409","O35409","Active site (4); Binding site (19); Chain (1); Glycosylation (9); Modified residue (1); Region (1); Sequence conflict (9); Topological domain (2); Transmembrane (1)","9",TRUE
"159","O35451","O35451","Chain (2); Compositional bias (5); Domain (1); Glycosylation (5); Initiator methionine (1); Modified residue (1); Region (8); Site (3); Topological domain (2); Transmembrane (1)","5",TRUE
"160","O35453","O35453","Active site (3); Alternative sequence (1); Chain (2); Disulfide bond (8); Domain (2); Glycosylation (1); Mutagenesis (1); Region (1); Sequence conflict (6); Topological domain (2); Transmembrane (1)","1",TRUE
"161","O35454","O35454","Binding site (5); Chain (1); Domain (2); Glycosylation (3); Intramembrane (7); Modified residue (1); Motif (3); Site (2); Topological domain (2); Transmembrane (10)","3",TRUE
"162","O35457","O35457","Chain (1); Disulfide bond (1); Glycosylation (2); Sequence conflict (8); Topological domain (8); Transmembrane (7)","2",TRUE
"163","O35464","O35464","Alternative sequence (2); Beta strand (40); Chain (1); Compositional bias (3); Disulfide bond (8); Domain (1); Glycosylation (6); Helix (14); Modified residue (2); Mutagenesis (5); Region (3); Sequence conflict (10); Signal (1); Topological domain (2); Transmembrane (1); Turn (8)","6",TRUE
"164","O35468","O35468","Chain (1); Disulfide bond (11); Glycosylation (1); Lipidation (1); Sequence conflict (1); Signal (1)","1",TRUE
"165","O35516","O35516","Alternative sequence (1); Chain (3); Compositional bias (5); Disulfide bond (114); Domain (35); Glycosylation (7); Modified residue (11); Mutagenesis (3); Region (5); Repeat (9); Sequence conflict (9); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","7",TRUE
"166","O35544","O35544","Binding site (10); Chain (1); Glycosylation (3); Intramembrane (2); Modified residue (1); Topological domain (1); Transmembrane (8)","3",TRUE
"167","O35565","O35565","Chain (1); Glycosylation (2); Signal (1)","2",TRUE
"168","O35595","O35595","Chain (1); Domain (1); Glycosylation (2); Topological domain (13); Transmembrane (12)","2",TRUE
"169","O35598","O35598","Active site (1); Binding site (4); Chain (1); Compositional bias (1); Disulfide bond (17); Domain (2); Glycosylation (4); Modified residue (1); Motif (3); Mutagenesis (3); Propeptide (1); Region (2); Sequence conflict (1); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","4",TRUE
"170","O35599","O35599","Chain (1); Disulfide bond (1); Glycosylation (1); Modified residue (1); Region (1); Topological domain (8); Transmembrane (7)","1",TRUE
"171","O35600","O35600","Binding site (4); Chain (1); Compositional bias (1); Disulfide bond (6); Domain (2); Glycosylation (7); Modified residue (2); Region (4); Site (1); Topological domain (13); Transmembrane (12)","7",TRUE
"172","O35604","O35604","Binding site (2); Chain (1); Disulfide bond (15); Domain (1); Glycosylation (16); Motif (1); Mutagenesis (8); Region (2); Sequence conflict (6); Signal (1); Site (1); Topological domain (14); Transmembrane (13)","16",TRUE
"173","O35607","O35607","Active site (1); Binding site (5); Chain (1); Compositional bias (4); Disulfide bond (5); Domain (1); Glycosylation (3); Modified residue (5); Region (3); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"174","O35608","O35608","Binding site (4); Chain (1); Coiled coil (1); Disulfide bond (3); Domain (1); Glycosylation (6); Sequence conflict (2); Signal (1)","6",TRUE
"175","O35632","O35632","Active site (1); Chain (1); Disulfide bond (5); Domain (1); Glycosylation (5); Lipidation (1); Propeptide (1); Sequence conflict (7); Signal (1)","5",TRUE
"176","O35657","O35657","Active site (4); Binding site (5); Chain (1); Glycosylation (4); Motif (2); Natural variant (1); Repeat (4); Sequence conflict (6); Signal (1)","4",TRUE
"177","O35659","O35659","Chain (1); Disulfide bond (4); Glycosylation (3); Modified residue (2); Region (1); Signal (1); Site (2); Topological domain (8); Transmembrane (7)","3",TRUE
"178","O35664","O35664","Alternative sequence (4); Chain (1); Compositional bias (1); Disulfide bond (3); Glycosylation (8); Modified residue (5); Region (3); Sequence conflict (4); Signal (1); Topological domain (2); Transmembrane (1)","8",TRUE
"179","O35674","O35674","Active site (1); Binding site (4); Chain (1); Compositional bias (3); Disulfide bond (7); Domain (3); Glycosylation (4); Motif (2); Propeptide (1); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"180","O35684","O35684","Beta strand (18); Chain (1); Glycosylation (3); Helix (8); Sequence conflict (1); Signal (1); Site (1); Turn (4)","3",TRUE
"181","O35696","O35696","Active site (1); Binding site (4); Chain (1); Disulfide bond (2); Glycosylation (6); Sequence conflict (1); Topological domain (2); Transmembrane (1)","6",TRUE
"182","O35701","O35701","Chain (1); Coiled coil (1); Disulfide bond (12); Domain (5); Glycosylation (1); Modified residue (2); Mutagenesis (3); Sequence conflict (1); Signal (1)","1",TRUE
"183","O35714","O35714","Alternative sequence (3); Beta strand (12); Chain (1); Disulfide bond (5); Glycosylation (4); Helix (1); Mutagenesis (5); Repeat (3); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"184","O35874","O35874","Chain (1); Glycosylation (2); Modified residue (4); Region (2); Topological domain (2); Transmembrane (9)","2",TRUE
"185","O35902","O35902","Alternative sequence (2); Chain (1); Domain (4); Glycosylation (4); Propeptide (1); Region (1); Repeat (2); Sequence conflict (2); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"186","O35949","O35949","Chain (1); Glycosylation (1); Transmembrane (7)","1",TRUE
"187","O35975","O35975","Active site (3); Binding site (4); Chain (1); Disulfide bond (2); Domain (1); Glycosylation (2); Lipidation (1); Mutagenesis (2); Propeptide (1); Sequence conflict (7); Signal (1)","2",TRUE
"188","O35988","O35988","Chain (1); Compositional bias (2); Glycosylation (3); Region (2); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"189","O54689","O54689","Chain (1); Disulfide bond (1); Glycosylation (2); Topological domain (8); Transmembrane (7)","2",TRUE
"190","O54693","O54693","Alternative sequence (7); Chain (2); Compositional bias (2); Domain (1); Glycosylation (2); Region (3); Sequence conflict (1); Site (1); Topological domain (2); Transmembrane (1)","2",TRUE
"191","O54707","O54707","Chain (1); Disulfide bond (5); Domain (1); Glycosylation (2); Natural variant (1); Topological domain (2); Transmembrane (1)","2",TRUE
"192","O54709","O54709","Alternative sequence (1); Beta strand (9); Chain (1); Disulfide bond (4); Domain (1); Glycosylation (3); Helix (2); Topological domain (2); Transmembrane (1); Turn (4)","3",TRUE
"193","O54732","O54732","Active site (1); Binding site (4); Chain (1); Compositional bias (2); Disulfide bond (1); Glycosylation (2); Motif (1); Propeptide (1); Region (2); Repeat (4); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"194","O54775","O54775","Chain (1); Disulfide bond (5); Domain (4); Glycosylation (4); Sequence conflict (4); Signal (1)","4",TRUE
"195","O54799","O54799","Chain (1); Disulfide bond (1); Glycosylation (3); Lipidation (1); Modified residue (1); Topological domain (8); Transmembrane (7)","3",TRUE
"196","O54803","O54803","Chain (1); Disulfide bond (5); Glycosylation (3); Sequence conflict (1); Topological domain (3); Transmembrane (2)","3",TRUE
"197","O54890","O54890","Beta strand (1); Chain (1); Disulfide bond (28); Domain (1); Glycosylation (5); Modified residue (4); Motif (1); Mutagenesis (1); Region (4); Repeat (4); Sequence conflict (2); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"198","O54901","O54901","Beta strand (19); Chain (1); Disulfide bond (3); Domain (2); Glycosylation (6); Helix (2); Mutagenesis (8); Sequence conflict (5); Signal (1); Topological domain (2); Transmembrane (1); Turn (3)","6",TRUE
"199","O54904","O54904","Chain (1); Glycosylation (2); Natural variant (1); Topological domain (2); Transmembrane (1)","2",TRUE
"200","O54905","O54905","Chain (1); Glycosylation (5); Natural variant (5); Region (1); Sequence conflict (2); Topological domain (2); Transmembrane (1)","5",TRUE
"201","O54907","O54907","Chain (2); Compositional bias (1); Disulfide bond (1); Glycosylation (1); Region (1); Site (1); Topological domain (2); Transmembrane (1)","1",TRUE
"202","O54908","O54908","Chain (1); Disulfide bond (10); Glycosylation (2); Mutagenesis (4); Region (2); Sequence conflict (2); Signal (1)","2",TRUE
"203","O54951","O54951","Chain (1); Disulfide bond (8); Domain (1); Glycosylation (6); Modified residue (1); Region (3); Signal (1); Topological domain (2); Transmembrane (1)","6",TRUE
"204","O54965","O54965","Alternative sequence (2); Chain (1); Compositional bias (3); Domain (1); Glycosylation (1); Mutagenesis (1); Region (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1); Zinc finger (1)","1",TRUE
"205","O54990","O54990","Alternative sequence (7); Chain (1); Glycosylation (8); Modified residue (4); Sequence conflict (4); Signal (1); Topological domain (6); Transmembrane (5)","8",TRUE
"206","O54991","O54991","Chain (1); Compositional bias (1); Disulfide bond (11); Domain (8); Glycosylation (17); Modified residue (1); Motif (1); Region (1); Sequence conflict (7); Signal (1); Topological domain (2); Transmembrane (1)","17",TRUE
"207","O54998","O54998","Binding site (9); Chain (1); Domain (3); Glycosylation (2); Motif (1); Region (1); Signal (1)","2",TRUE
"208","O55017","O55017","Alternative sequence (1); Binding site (7); Chain (1); Compositional bias (8); Domain (1); Glycosylation (3); Modified residue (10); Natural variant (1); Region (7); Repeat (4); Sequence conflict (26); Site (4); Topological domain (25); Transmembrane (24)","3",TRUE
"209","O55026","O55026","Active site (1); Alternative sequence (2); Binding site (1); Chain (1); Disulfide bond (5); Glycosylation (6); Sequence conflict (3); Topological domain (3); Transmembrane (2)","6",TRUE
"210","O55040","O55040","Chain (1); Disulfide bond (1); Glycosylation (2); Topological domain (8); Transmembrane (7)","2",TRUE
"211","O55111","O55111","Chain (1); Compositional bias (1); Domain (4); Glycosylation (4); Modified residue (9); Propeptide (1); Region (2); Repeat (6); Sequence conflict (6); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"212","O55134","O55134","Chain (2); Compositional bias (2); Domain (6); Glycosylation (5); Modified residue (2); Region (4); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"213","O55183","O55183","Chain (1); Disulfide bond (6); Glycosylation (1); Propeptide (1); Signal (1)","1",TRUE
"214","O55186","O55186","Chain (1); Disulfide bond (5); Domain (1); Glycosylation (2); Lipidation (1); Propeptide (1); Signal (1)","2",TRUE
"215","O55188","O55188","Chain (1); Compositional bias (11); Glycosylation (3); Motif (1); Region (1); Sequence conflict (15); Signal (1)","3",TRUE
"216","O55192","O55192","Binding site (9); Chain (1); Disulfide bond (1); Glycosylation (2); Region (1); Sequence conflict (1); Topological domain (13); Transmembrane (12)","2",TRUE
"217","O55225","O55225","Alternative sequence (2); Chain (1); Compositional bias (3); Disulfide bond (15); Domain (7); Glycosylation (3); Region (4); Sequence conflict (9); Signal (1)","3",TRUE
"218","O55233","O55233","Chain (1); Disulfide bond (4); Domain (1); Glycosylation (2); Sequence conflict (1); Signal (1)","2",TRUE
"219","O55237","O55237","Chain (1); Disulfide bond (1); Glycosylation (3); Topological domain (2); Transmembrane (1)","3",TRUE
"220","O70131","O70131","Chain (2); Glycosylation (1); Modified residue (3); Mutagenesis (2); Region (3); Site (1); Topological domain (3); Transmembrane (2)","1",TRUE
"221","O70138","O70138","Active site (1); Binding site (21); Chain (1); Disulfide bond (1); Glycosylation (2); Motif (1); Propeptide (1); Repeat (4); Sequence conflict (4); Signal (1)","2",TRUE
"222","O70165","O70165","Binding site (3); Chain (1); Disulfide bond (3); Domain (2); Glycosylation (1); Region (4); Signal (1); Site (1)","1",TRUE
"223","O70174","O70174","Chain (1); Disulfide bond (2); Glycosylation (3); Lipidation (1); Modified residue (3); Natural variant (1); Region (2); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (4)","3",TRUE
"224","O70255","O70255","Chain (1); Compositional bias (1); Disulfide bond (1); Domain (1); Glycosylation (2); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"225","O70258","O70258","Alternative sequence (1); Chain (1); Glycosylation (1); Mutagenesis (2); Sequence conflict (1); Topological domain (2); Transmembrane (1)","1",TRUE
"226","O70281","O70281","Active site (1); Binding site (7); Chain (1); Disulfide bond (2); Glycosylation (2); Region (1); Site (2); Topological domain (2); Transmembrane (1)","2",TRUE
"227","O70283","O70283","Chain (1); Disulfide bond (11); Glycosylation (2); Lipidation (1); Region (1); Sequence conflict (1); Signal (1)","2",TRUE
"228","O70309","O70309","Alternative sequence (1); Chain (1); Disulfide bond (28); Domain (2); Glycosylation (7); Modified residue (1); Region (1); Repeat (4); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","7",TRUE
"229","O70326","O70326","Chain (1); Compositional bias (1); Disulfide bond (4); Domain (1); Glycosylation (1); Region (1); Signal (1)","1",TRUE
"230","O70342","O70342","Chain (1); Compositional bias (1); Disulfide bond (1); Glycosylation (4); Lipidation (1); Region (1); Sequence conflict (2); Topological domain (8); Transmembrane (7)","4",TRUE
"231","O70355","O70355","Alternative sequence (1); Beta strand (8); Chain (1); Disulfide bond (4); Domain (4); Glycosylation (4); Helix (1); Topological domain (2); Transmembrane (1); Turn (1)","4",TRUE
"232","O70362","O70362","Chain (1); Glycosylation (10); Repeat (7); Signal (1)","10",TRUE
"233","O70370","O70370","Active site (3); Beta strand (10); Chain (1); Disulfide bond (4); Glycosylation (1); Helix (9); Propeptide (1); Sequence conflict (5); Signal (1); Turn (3)","1",TRUE
"234","O70394","O70394","Chain (1); Domain (4); Glycosylation (6); Motif (2); Sequence conflict (4); Signal (1); Topological domain (2); Transmembrane (1)","6",TRUE
